customer_id,order_size_variability,total_orders,total_sales,average_order_value,total_profit,average_profit_per_order,purchase_consistency,engagement_score,loyalty_status,shipping_mode_preference,promotion_response,churn_risk,recency,recency_score,frequency_score,monetary_score,rfm_score,segment,product_diversity,category_preference,first_purchase_date,last_purchase_date,customer_tenure,cross_buy_index,region_preference,customer_segment,state_preference,city_preference
JR-15700,0.0,1,863.88,863.88,107.985,107.985,,0.058823529411764705,New,Standard Class,1.0,Low,68,3,1,1,311,Others,1,Technology,2017-10-23,2017-10-23,0,1,South,Consumer,Florida,Jacksonville
JR-16210,240.79825928136052,5,2201.686,440.33720000000005,452.37300000000005,90.47460000000001,89 days,0.29411764705882354,Regular,Standard Class,0.6,Low,33,3,1,2,312,Others,3,Office Supplies,2015-09-18,2017-11-27,801,7,West,Corporate,Oregon,Springfield
JS-15595,270.7702071075609,4,1417.654,354.4135,-175.54899999999998,-43.887249999999995,182 days,0.23529411764705882,Regular,Standard Class,1.0,Low,119,2,1,2,212,Others,3,Office Supplies,2014-03-03,2017-09-02,1279,7,Central,Corporate,Illinois,Chicago
JS-15685,134.40361132052962,4,1131.0639999999999,282.76599999999996,-54.8692,-13.7173,52 days,0.23529411764705882,Regular,Standard Class,0.7272727272727273,Low,42,3,1,1,311,Others,3,Office Supplies,2016-06-14,2017-11-18,522,7,South,Corporate,Florida,Miramar
JS-15880,606.9518086116886,5,3868.02,773.604,564.9798000000001,112.99596000000001,103 days,0.29411764705882354,Regular,First Class,0.5555555555555556,High,534,1,1,4,114,Big Spenders,3,Office Supplies,2014-04-08,2016-07-14,828,7,Central,Consumer,Texas,Harlingen
JS-15940,88.299342515652,5,469.169,93.8338,-327.9336,-65.58672,124 days,0.29411764705882354,Regular,Second Class,0.875,High,463,1,1,1,111,At Risk,2,Office Supplies,2014-05-03,2016-09-23,874,5,East,Home Office,Ohio,Lancaster
JS-16030,174.58463898891245,6,2516.494,419.4156666666667,-311.25749999999994,-51.87624999999999,80 days,0.35294117647058826,Regular,Standard Class,0.5,Low,28,4,2,3,423,Loyal Customers,3,Office Supplies,2014-02-27,2017-12-02,1374,10,Central,Consumer,Mississippi,Hattiesburg
JW-15220,1382.2460014440637,5,7711.554,1542.3108,2170.255,434.05100000000004,77 days,0.29411764705882354,Regular,Standard Class,0.38461538461538464,Low,42,3,1,4,314,Big Spenders,3,Furniture,2015-04-30,2017-11-18,933,7,West,Corporate,California,Lawrence
JW-15955,113.94049408800272,7,1244.086,177.72657142857142,-29.575899999999987,-4.225128571428569,86 days,0.4117647058823529,Regular,Standard Class,0.2727272727272727,Low,5,4,3,2,432,Loyal Customers,3,Furniture,2015-08-16,2017-12-25,862,7,East,Consumer,Kentucky,Louisville
JW-16075,349.0283374187341,4,1428.731,357.18275,154.06369999999998,38.515924999999996,92 days,0.23529411764705882,Regular,Standard Class,0.8571428571428571,High,461,1,1,2,112,Others,1,Office Supplies,2015-03-21,2016-09-25,554,5,South,Consumer,North Carolina,Jacksonville
KA-16525,118.21983794732131,7,1519.506,217.07228571428573,234.9194,33.559914285714285,135 days,0.4117647058823529,Regular,Standard Class,0.2727272727272727,Low,36,3,3,2,332,Others,3,Office Supplies,2014-03-11,2017-11-24,1354,7,East,Consumer,New York,New York City
KB-16240,414.5557646228738,7,3152.6150000000002,450.37357142857144,763.9076,109.12965714285714,151 days,0.4117647058823529,Regular,Standard Class,0.5,Low,4,4,3,3,433,Loyal Customers,3,Office Supplies,2014-03-31,2017-12-26,1366,7,Central,Corporate,California,Los Angeles
KB-16315,118.30207240876126,9,1569.464,174.3848888888889,49.71929999999999,5.5243666666666655,44 days,0.5294117647058824,Regular,Standard Class,0.5909090909090909,High,296,1,4,2,142,Potential Loyalists,3,Office Supplies,2014-08-26,2017-03-09,926,10,East,Consumer,Ohio,Akron
KB-16405,133.38181637356388,3,908.821,302.94033333333334,274.297,91.43233333333335,81 days,0.17647058823529413,New,Second Class,0.3333333333333333,Low,117,2,1,1,211,Others,3,Office Supplies,2015-11-20,2017-09-04,654,6,West,Home Office,New York,New York City
KB-16585,216.95877564302796,12,2744.742,228.72850000000003,579.3551,48.27959166666667,51 days,0.7058823529411765,VIP,Standard Class,0.43478260869565216,High,230,1,4,3,143,Potential Loyalists,3,Office Supplies,2014-04-04,2017-05-14,1136,11,West,Corporate,Louisiana,Lafayette
KB-16600,205.88357070441538,7,983.922,140.56028571428573,293.55240000000003,41.936057142857145,136 days,0.4117647058823529,Regular,First Class,0.4444444444444444,Low,1,4,3,1,431,Loyal Customers,3,Office Supplies,2014-12-30,2017-12-29,1095,7,Central,Corporate,Texas,Houston
KC-16255,107.768147631849,5,800.994,160.1988,318.1377,63.627539999999996,81 days,0.29411764705882354,Regular,First Class,0.1111111111111111,High,559,1,1,1,111,At Risk,2,Office Supplies,2014-09-08,2016-06-19,650,5,South,Corporate,Kentucky,Henderson
KC-16540,1445.7963681413783,4,3908.262,977.0655,709.4219,177.355475,173 days,0.23529411764705882,Regular,Standard Class,0.4,Low,97,2,1,4,214,Big Spenders,3,Office Supplies,2015-11-02,2017-09-24,692,4,West,Consumer,California,San Diego
KC-16675,145.31850136264728,4,1146.05,286.5125,156.7797,39.194925,176 days,0.23529411764705882,Regular,Standard Class,0.42857142857142855,Low,57,3,1,2,312,Others,2,Office Supplies,2014-12-13,2017-11-03,1056,5,South,Corporate,Kentucky,Louisville
KD-16270,1200.4612492477422,5,8282.358,1656.4716,1107.6952000000003,221.53904000000006,44 days,0.29411764705882354,Regular,Standard Class,0.5,High,484,1,1,4,114,Big Spenders,3,Office Supplies,2014-11-11,2016-09-02,661,10,Central,Consumer,Texas,Houston
KD-16345,262.7295079731666,6,1888.964,314.82733333333334,328.5942,54.7657,130 days,0.35294117647058826,Regular,Standard Class,0.6,Low,41,3,2,2,322,Others,3,Office Supplies,2014-09-02,2017-11-19,1174,6,East,Consumer,New York,New York City
KD-16495,875.7237016309069,12,8181.256,681.7713333333334,3038.6254,253.21878333333333,39 days,0.7058823529411765,VIP,Standard Class,0.35714285714285715,Low,112,2,4,4,244,Potential Loyalists,3,Office Supplies,2014-09-28,2017-09-09,1077,13,West,Corporate,California,San Jose
KD-16615,182.9990900575668,5,2243.5099999999998,448.70199999999994,539.7219,107.94438,45 days,0.29411764705882354,Regular,Standard Class,0.5384615384615384,High,289,1,1,2,112,Others,2,Office Supplies,2015-09-13,2017-03-16,550,6,West,Corporate,California,Anaheim
KE-16420,151.13213869729958,8,1686.7312,210.8414,397.87989999999996,49.734987499999995,95 days,0.47058823529411764,Regular,Standard Class,0.6666666666666666,Low,26,4,3,2,432,Loyal Customers,3,Office Supplies,2014-04-03,2017-12-04,1341,9,West,Corporate,Texas,Los Angeles
KF-16285,1154.681527869909,7,10604.266,1514.895142857143,1660.1386,237.16265714285714,64 days,0.4117647058823529,Regular,Standard Class,0.16666666666666666,Low,97,2,3,4,234,Big Spenders,3,Office Supplies,2014-09-26,2017-09-24,1094,9,West,Home Office,California,Sandy Springs
KH-16330,279.59530912247817,8,3312.864,414.108,454.7871,56.8483875,78 days,0.47058823529411764,Regular,Standard Class,0.5,Low,40,3,3,3,333,Others,3,Office Supplies,2014-04-01,2017-11-20,1329,8,East,Corporate,New York,New York City
KH-16360,394.38046029523485,6,3100.612,516.7686666666667,528.2051,88.03418333333333,103 days,0.35294117647058826,Regular,Second Class,0.5,Low,1,4,2,3,423,Loyal Customers,3,Office Supplies,2014-04-29,2017-12-29,1340,9,Central,Consumer,Kentucky,Louisville
KH-16510,407.5050430610955,7,5952.859,850.4084285714287,656.1162,93.73088571428572,55 days,0.4117647058823529,Regular,Standard Class,0.43478260869565216,Low,22,4,3,4,434,Loyal Customers,3,Office Supplies,2014-08-15,2017-12-08,1211,11,West,Consumer,California,San Francisco
KH-16630,382.3912909146629,9,3918.9660000000003,435.4406666666667,727.3786,80.81984444444444,68 days,0.5294117647058824,Regular,Standard Class,0.5294117647058824,Low,58,3,4,4,344,Potential Loyalists,2,Office Supplies,2014-11-01,2017-11-02,1097,8,East,Corporate,Maryland,Clinton
KH-16690,887.9230673141356,7,5990.799,855.8284285714286,1227.5091,175.35844285714285,98 days,0.4117647058823529,Regular,Standard Class,0.4666666666666667,Low,2,4,3,4,434,Loyal Customers,2,Office Supplies,2014-03-21,2017-12-28,1378,7,West,Corporate,Oregon,Springfield
KL-16555,325.43812683938444,8,5016.488,627.061,-182.78130000000002,-22.847662500000002,60 days,0.47058823529411764,Regular,First Class,0.8636363636363636,Low,16,4,3,4,434,Loyal Customers,3,Office Supplies,2014-06-15,2017-12-14,1278,9,South,Corporate,Colorado,Colorado Springs
KL-16645,1528.8479320755127,12,14175.229000000001,1181.2690833333334,806.855,67.23791666666666,43 days,0.7058823529411765,VIP,Standard Class,0.5517241379310345,Low,47,3,4,4,344,Potential Loyalists,3,Office Supplies,2014-07-25,2017-11-13,1207,12,Central,Consumer,Illinois,Chicago
KM-16225,169.99435112169624,6,2260.958,376.82633333333337,635.1057000000001,105.85095000000001,49 days,0.35294117647058826,Regular,Standard Class,0.10526315789473684,Low,14,4,2,3,423,Loyal Customers,3,Office Supplies,2015-07-06,2017-12-16,894,10,East,Corporate,California,Baltimore
KM-16375,414.20322636740576,8,5620.186,702.52325,973.7901999999999,121.72377499999999,63 days,0.47058823529411764,Regular,Standard Class,0.5,Low,56,3,3,4,334,Big Spenders,3,Office Supplies,2014-07-20,2017-11-04,1203,11,West,Home Office,Arizona,Gilbert
KM-16660,62.52270986698442,5,453.538,90.7076,91.1391,18.22782,136 days,0.29411764705882354,Regular,Standard Class,0.2222222222222222,Low,15,4,1,1,411,Loyal Customers,3,Office Supplies,2014-12-22,2017-12-15,1089,7,West,Consumer,California,Inglewood
KM-16720,268.3406374297632,8,4909.472,613.684,745.7685,93.2210625,49 days,0.47058823529411764,Regular,Standard Class,0.42857142857142855,Low,28,4,3,4,434,Loyal Customers,3,Office Supplies,2014-03-30,2017-12-02,1343,12,West,Consumer,New York,New York City
KN-16390,188.76768169903826,9,2617.272,290.808,-151.1518,-16.794644444444444,69 days,0.5294117647058824,Regular,Standard Class,0.6470588235294118,Low,19,4,4,3,443,Loyal Customers,3,Office Supplies,2014-12-02,2017-12-11,1105,9,East,Corporate,Ohio,New York City
KN-16450,364.7733060106353,5,2171.962,434.3924,114.3083,22.86166,186 days,0.29411764705882354,Regular,Standard Class,0.75,Low,52,3,1,2,312,Others,3,Office Supplies,2014-04-12,2017-11-08,1306,6,West,Corporate,California,Redondo Beach
KN-16705,307.05303528869405,7,2276.82,325.26000000000005,328.67210000000006,46.95315714285715,100 days,0.4117647058823529,Regular,Standard Class,0.42857142857142855,Low,98,2,3,3,233,Others,3,Office Supplies,2014-03-02,2017-09-23,1301,9,West,Home Office,New York,Seattle
KS-16300,18.002981234599265,3,88.472,29.490666666666666,0.11099999999999888,0.03699999999999962,262 days,0.17647058823529413,New,Standard Class,0.75,High,295,1,1,1,111,At Risk,2,Office Supplies,2015-01-13,2017-03-10,787,4,South,Corporate,North Carolina,Raleigh
KT-16465,338.5728320482062,7,3057.1,436.7285714285714,254.0032,36.28617142857143,62 days,0.4117647058823529,Regular,Standard Class,0.8571428571428571,High,391,1,3,3,133,Others,3,Office Supplies,2014-09-08,2016-12-04,818,7,Central,Consumer,California,Chicago
KT-16480,512.2385890293021,10,4642.088400000001,464.20884000000007,194.0671,19.40671,107 days,0.5882352941176471,Regular,Second Class,0.5384615384615384,Low,100,2,4,4,244,Potential Loyalists,3,Office Supplies,2014-03-10,2017-09-21,1291,11,East,Consumer,Texas,Buffalo
KW-16435,950.7448762840872,5,4416.5199999999995,883.3039999999999,1756.135,351.227,84 days,0.29411764705882354,Regular,Standard Class,0.3,Low,96,2,1,4,214,Big Spenders,3,Technology,2015-08-24,2017-09-25,763,8,East,Consumer,New York,New York City
KW-16570,75.78295720806888,4,449.096,112.274,107.92699999999999,26.981749999999998,104 days,0.23529411764705882,Regular,First Class,0.2,High,771,1,1,1,111,At Risk,3,Furniture,2014-09-30,2015-11-20,416,4,Central,Consumer,Missouri,Kirkwood
LA-16780,678.0800281273137,11,8673.222,788.4747272727273,2059.1199,187.1927181818182,47 days,0.6470588235294118,VIP,Standard Class,0.4230769230769231,Low,154,2,4,4,244,Potential Loyalists,3,Office Supplies,2014-04-29,2017-07-29,1187,8,Central,Corporate,Texas,Hackensack
LB-16735,13.032443413778298,3,50.188,16.729333333333333,18.6507,6.2169,237 days,0.17647058823529413,New,First Class,0.6666666666666666,Low,48,3,1,1,311,Others,2,Office Supplies,2016-07-25,2017-11-12,475,3,Central,Consumer,California,Fort Worth
LB-16795,315.776270287493,8,4704.304,588.038,-40.13219999999996,-5.016524999999995,54 days,0.47058823529411764,Regular,First Class,0.4782608695652174,Low,152,2,3,4,234,Big Spenders,3,Office Supplies,2014-04-23,2017-07-31,1195,10,West,Home Office,California,Seattle
LC-16870,100.79377011390491,8,2580.7039999999997,322.58799999999997,-188.25110000000004,-23.531387500000005,32 days,0.47058823529411764,Regular,Second Class,0.7,Low,27,4,3,3,433,Loyal Customers,3,Office Supplies,2015-05-03,2017-12-03,945,11,West,Consumer,Colorado,Thornton
LC-16885,665.7527188071163,12,7663.126,638.5938333333334,1288.3469,107.36224166666666,60 days,0.7058823529411765,VIP,Standard Class,0.5652173913043478,Low,16,4,4,4,444,Champions,3,Furniture,2014-04-25,2017-12-14,1329,10,West,Consumer,California,Roseville
LC-16930,655.6416168156817,8,4492.946,561.61825,288.26599999999996,36.033249999999995,105 days,0.47058823529411764,Regular,Standard Class,0.7857142857142857,Low,41,3,3,4,334,Big Spenders,3,Office Supplies,2014-02-20,2017-11-19,1368,8,West,Corporate,Arizona,Phoenix
LC-16960,987.555722418017,4,3246.626,811.6565,299.48019999999997,74.87004999999999,100 days,0.23529411764705882,Regular,Standard Class,0.7142857142857143,High,436,1,1,3,113,Others,2,Office Supplies,2015-02-23,2016-10-20,605,5,South,Home Office,Florida,Tampa
LC-17050,296.77919754947635,5,2095.064,419.01279999999997,86.77799999999999,17.3556,171 days,0.29411764705882354,Regular,Second Class,0.6666666666666666,Low,54,3,1,2,312,Others,3,Furniture,2014-01-31,2017-11-06,1375,7,West,Consumer,California,Los Angeles
LC-17140,262.61023994723854,9,2633.582,292.6202222222222,231.12520000000004,25.68057777777778,66 days,0.5294117647058824,Regular,Second Class,0.5789473684210527,Low,13,4,4,3,443,Loyal Customers,3,Office Supplies,2014-09-09,2017-12-17,1195,9,East,Consumer,California,Philadelphia
LD-16855,0.0,1,5.304,5.304,0.4641,0.4641,,0.058823529411764705,New,Standard Class,1.0,High,552,1,1,1,111,At Risk,1,Office Supplies,2016-06-26,2016-06-26,0,1,Central,Corporate,Illinois,Chicago
LD-17005,498.1684031227841,4,1961.934,490.4835,557.1714,139.29285,129 days,0.23529411764705882,Regular,Second Class,0.14285714285714285,High,414,1,1,2,112,Others,3,Office Supplies,2014-09-29,2016-11-11,774,6,East,Consumer,New York,New York City
LE-16810,227.9512818223325,6,1469.45,244.90833333333333,161.76489999999998,26.960816666666663,161 days,0.35294117647058826,Regular,Standard Class,0.5555555555555556,Low,21,4,2,2,422,Loyal Customers,3,Office Supplies,2014-05-27,2017-12-09,1292,7,Central,Consumer,Illinois,Chicago
LF-17185,544.7686269436127,7,3930.5089999999996,561.5012857142857,-3583.977,-511.9967142857143,82 days,0.4117647058823529,Regular,Standard Class,0.625,Low,22,4,3,4,434,Loyal Customers,3,Office Supplies,2014-07-26,2017-12-08,1231,9,Central,Consumer,Texas,San Antonio
LH-16750,152.5559626672564,3,287.426,95.80866666666667,12.627699999999999,4.209233333333333,522 days,0.17647058823529413,New,First Class,1.0,Low,151,2,1,1,211,Others,2,Office Supplies,2014-09-21,2017-08-01,1045,3,East,Consumer,Arizona,Chandler
LH-16900,172.61372743038,9,2295.332,255.03688888888888,526.0727,58.45252222222223,86 days,0.5294117647058824,Regular,Standard Class,0.4666666666666667,Low,21,4,4,3,443,Loyal Customers,3,Technology,2014-08-19,2017-12-09,1208,7,South,Consumer,North Carolina,Columbus
LH-17020,38.74907262073077,4,318.239,79.55975,-242.73989999999998,-60.684974999999994,194 days,0.23529411764705882,Regular,First Class,0.8333333333333334,High,239,1,1,1,111,At Risk,3,Office Supplies,2014-09-08,2017-05-05,970,5,West,Consumer,Colorado,Louisville
LH-17155,100.5920650091888,9,1739.689,193.2987777777778,316.5202,35.16891111111111,40 days,0.5294117647058824,Regular,Second Class,0.42105263157894735,High,385,1,4,2,142,Potential Loyalists,3,Office Supplies,2014-12-12,2016-12-10,729,10,West,Consumer,California,Los Angeles
LL-16840,367.5738420971501,6,2741.2039999999997,456.8673333333333,560.0078,93.33463333333333,99 days,0.35294117647058826,Regular,First Class,0.08333333333333333,High,249,1,2,3,123,Others,3,Office Supplies,2014-04-29,2017-04-25,1092,8,South,Consumer,Virginia,Waynesboro
LM-17065,228.44563006086315,5,1346.774,269.35479999999995,-44.87799999999999,-8.975599999999998,148 days,0.29411764705882354,Regular,Standard Class,0.2857142857142857,High,391,1,1,2,112,Others,3,Office Supplies,2014-06-27,2016-12-04,891,5,South,Consumer,Mississippi,Southaven
LO-17170,82.83589381287425,5,644.35,128.87,150.1712,30.03424,132 days,0.29411764705882354,Regular,Standard Class,0.4444444444444444,Low,2,4,1,1,411,Loyal Customers,3,Furniture,2015-02-06,2017-12-28,1056,7,Central,Corporate,Illinois,Peoria
LP-17080,139.22835099217403,4,756.606,189.1515,110.7813,27.695325,155 days,0.23529411764705882,Regular,Standard Class,0.5555555555555556,Low,40,3,1,1,311,Others,2,Office Supplies,2014-06-24,2017-11-20,1245,5,West,Consumer,California,San Francisco
LP-17095,506.0755326245377,7,3653.399,521.9141428571428,338.44539999999995,48.34934285714285,40 days,0.4117647058823529,Regular,Standard Class,0.6666666666666666,Low,9,4,3,3,433,Loyal Customers,3,Office Supplies,2016-06-06,2017-12-21,563,10,Central,Consumer,Illinois,Aurora
LR-16915,381.8363878171732,6,5142.892,857.1486666666666,535.4764,89.24606666666666,80 days,0.35294117647058826,Regular,Standard Class,0.625,Low,26,4,2,4,424,Loyal Customers,3,Office Supplies,2014-08-08,2017-12-04,1214,9,West,Consumer,California,Los Angeles
LR-17035,237.76342937345146,5,1879.306,375.8612,-382.8079,-76.56158,98 days,0.29411764705882354,Regular,Standard Class,0.5833333333333334,Low,132,2,1,2,212,Others,3,Office Supplies,2014-09-07,2017-08-20,1078,8,West,Corporate,California,Philadelphia
LS-16945,281.6884542962352,6,2845.27,474.21166666666664,-318.77369999999996,-53.128949999999996,61 days,0.35294117647058826,Regular,Standard Class,0.7857142857142857,Low,178,2,2,3,223,Others,3,Office Supplies,2015-04-25,2017-07-05,802,8,West,Corporate,Colorado,Dallas
LS-16975,244.75814074007187,9,2988.674,332.0748888888889,262.63669999999996,29.18185555555555,54 days,0.5294117647058824,Regular,Standard Class,0.7272727272727273,Low,20,4,4,3,443,Loyal Customers,3,Office Supplies,2014-10-20,2017-12-10,1147,11,Central,Home Office,Texas,Dallas
LS-17200,158.68037301097166,6,1010.2560000000001,168.376,244.197,40.6995,82 days,0.35294117647058826,Regular,Standard Class,0.5714285714285714,Low,96,2,2,1,221,Others,2,Office Supplies,2014-10-18,2017-09-25,1073,7,Central,Corporate,California,Fresno
LS-17230,69.88271165889316,3,368.88000000000005,122.96000000000002,39.1952,13.065066666666667,135 days,0.17647058823529413,New,Standard Class,0.5,High,777,1,1,1,111,At Risk,2,Office Supplies,2014-01-06,2015-11-14,677,5,Central,Consumer,Texas,Grand Prairie
LS-17245,88.17535419969927,6,1008.1360000000001,168.02266666666668,348.3584,58.059733333333334,103 days,0.35294117647058826,Regular,Same Day,0.4166666666666667,Low,34,3,2,1,321,Others,3,Office Supplies,2014-10-16,2017-11-26,1137,6,East,Consumer,New York,Utica
LT-16765,80.00352315575442,3,329.876,109.95866666666666,59.036,19.67866666666667,595 days,0.17647058823529413,New,Second Class,0.6666666666666666,Low,26,4,1,1,411,Loyal Customers,2,Office Supplies,2014-09-01,2017-12-04,1190,3,West,Consumer,California,Escondido
LT-17110,268.9248570667532,8,2936.252,367.0315,320.973,40.121625,98 days,0.47058823529411764,Regular,Standard Class,0.7142857142857143,Low,34,3,3,3,333,Others,3,Office Supplies,2014-06-01,2017-11-26,1274,8,West,Consumer,California,San Diego
LW-16825,182.1138833479388,5,2238.061,447.61220000000003,32.5767,6.51534,87 days,0.29411764705882354,Regular,Standard Class,0.6,Low,88,2,1,2,212,Others,3,Office Supplies,2014-05-30,2017-10-03,1222,10,West,Corporate,Arizona,Phoenix
LW-16990,474.9009319601874,6,3230.308,538.3846666666667,662.8339000000001,110.47231666666669,57 days,0.35294117647058826,Regular,Standard Class,0.5454545454545454,Low,33,3,2,3,323,Others,3,Furniture,2016-05-05,2017-11-27,571,7,West,Corporate,California,San Francisco
LW-17125,298.0507969625312,3,1259.04,419.68,192.6312,64.2104,250 days,0.17647058823529413,New,First Class,0.0,High,205,1,1,2,112,Others,3,Furniture,2014-09-11,2017-06-08,1001,3,South,Consumer,Virginia,Virginia Beach
LW-17215,954.6772654879463,7,5420.514,774.3591428571428,837.2411,119.60587142857142,84 days,0.4117647058823529,Regular,First Class,0.5333333333333333,Low,21,4,3,4,434,Loyal Customers,3,Office Supplies,2014-09-12,2017-12-09,1184,10,East,Consumer,New York,Rochester
MA-17560,193.70257280629977,11,4299.161,390.8328181818182,1240.2266,112.74787272727272,35 days,0.6470588235294118,VIP,Second Class,0.35294117647058826,Low,64,3,4,4,344,Potential Loyalists,3,Office Supplies,2014-08-08,2017-10-27,1176,12,Central,Home Office,Michigan,Everett
MA-17995,449.6786784739305,6,2453.284,408.8806666666667,280.7822,46.79703333333333,91 days,0.35294117647058826,Regular,Standard Class,0.25,High,186,1,2,3,123,Others,3,Office Supplies,2014-09-20,2017-06-27,1011,8,South,Home Office,Virginia,Richmond
MB-17305,101.32801276613738,10,1548.702,154.8702,212.425,21.2425,66 days,0.5882352941176471,Regular,Standard Class,0.7368421052631579,Low,48,3,4,2,342,Potential Loyalists,3,Office Supplies,2014-08-08,2017-11-12,1192,11,East,Consumer,Ohio,Columbus
MB-18085,196.7492616428049,7,1428.231,204.033,117.8057,16.829385714285714,156 days,0.4117647058823529,Regular,Standard Class,0.7,Low,44,3,3,2,332,Others,3,Office Supplies,2014-01-05,2017-11-16,1411,8,Central,Consumer,North Carolina,Charlotte
MC-17275,292.9392150118239,8,2725.982,340.74775,461.0014,57.625175,94 days,0.47058823529411764,Regular,Standard Class,0.38461538461538464,Low,76,2,3,3,233,Others,2,Office Supplies,2014-09-08,2017-10-15,1133,9,West,Consumer,Washington,Pasco
MC-17425,265.6484111061085,4,1195.728,298.932,245.6951,61.423775,155 days,0.23529411764705882,Regular,Standard Class,0.6666666666666666,High,532,1,1,2,112,Others,3,Furniture,2014-05-30,2016-07-16,778,5,Central,Corporate,New York,New York City
MC-17575,137.71715835297425,8,1303.893,162.986625,210.7493,26.3436625,109 days,0.47058823529411764,Regular,Standard Class,0.6363636363636364,Low,27,4,3,2,432,Loyal Customers,2,Office Supplies,2014-12-02,2017-12-03,1097,6,East,Consumer,North Carolina,Fayetteville
MC-17590,310.9850816478653,6,2426.067,404.3445,288.98409999999996,48.16401666666666,79 days,0.35294117647058826,Regular,Standard Class,0.5882352941176471,Low,51,3,2,3,323,Others,3,Office Supplies,2014-05-20,2017-11-09,1269,9,Central,Corporate,Texas,Arlington
MC-17605,168.98551070393364,8,2258.192,282.274,195.4486,24.431075,74 days,0.47058823529411764,Regular,First Class,0.8333333333333334,Low,112,2,3,3,233,Others,3,Office Supplies,2014-03-19,2017-09-09,1270,11,South,Corporate,Florida,Lakeland
MC-17635,152.38783371924038,4,795.154,198.7885,-247.94350000000003,-61.98587500000001,134 days,0.23529411764705882,Regular,Second Class,0.5,High,189,1,1,1,111,At Risk,2,Office Supplies,2014-11-28,2017-06-24,939,5,Central,Corporate,California,Los Angeles
MC-17845,441.0096233986508,7,3805.714,543.6734285714285,698.4174,99.7739142857143,97 days,0.4117647058823529,Regular,Second Class,0.35714285714285715,Low,1,4,3,4,434,Loyal Customers,3,Office Supplies,2014-07-05,2017-12-29,1273,10,West,Consumer,California,Jackson
MC-18100,194.72031184648057,10,2218.98,221.898,-64.1668,-6.4166799999999995,69 days,0.5882352941176471,Regular,Standard Class,0.7894736842105263,Low,41,3,4,2,342,Potential Loyalists,3,Office Supplies,2014-06-18,2017-11-19,1250,10,Central,Consumer,Texas,Philadelphia
MC-18130,267.04388823562317,5,1581.9979999999998,316.39959999999996,121.7565,24.351300000000002,82 days,0.29411764705882354,Regular,Standard Class,0.2727272727272727,High,369,1,1,2,112,Others,3,Office Supplies,2014-09-19,2016-12-26,829,9,West,Corporate,California,Los Angeles
MD-17350,379.67636487505416,7,3766.382,538.0545714285714,-241.94999999999996,-34.56428571428571,64 days,0.4117647058823529,Regular,Standard Class,0.8235294117647058,Low,117,2,3,4,234,Big Spenders,3,Office Supplies,2014-11-05,2017-09-04,1034,10,East,Consumer,Ohio,Philadelphia
MD-17860,308.72046959102016,5,1204.91,240.98200000000003,-4.040300000000002,-0.8080600000000004,155 days,0.29411764705882354,Regular,Standard Class,0.625,Low,36,3,1,2,312,Others,2,Office Supplies,2014-12-02,2017-11-24,1088,5,Central,Corporate,Texas,Corpus Christi
ME-17320,804.7815423083938,10,10663.728000000001,1066.3728,1859.4695,185.94695,67 days,0.5882352941176471,Regular,Standard Class,0.36363636363636365,Low,42,3,4,4,344,Potential Loyalists,3,Office Supplies,2014-01-06,2017-11-18,1412,11,South,Home Office,Kentucky,Henderson
ME-17725,208.38563969455953,8,1908.4532,238.55665,77.81280000000001,9.726600000000001,103 days,0.47058823529411764,Regular,Standard Class,0.6153846153846154,Low,28,4,3,2,432,Loyal Customers,3,Office Supplies,2014-07-12,2017-12-02,1239,9,Central,Consumer,Texas,Dallas
ME-18010,305.565912975035,4,1256.944,314.236,107.3604,26.8401,233 days,0.23529411764705882,Regular,Standard Class,0.8333333333333334,Low,92,2,1,2,212,Others,2,Office Supplies,2014-07-21,2017-09-29,1166,6,West,Corporate,California,San Francisco
MF-17665,185.7144430204897,5,937.039,187.4078,-341.52650000000006,-68.30530000000002,96 days,0.29411764705882354,Regular,Standard Class,0.375,High,421,1,1,1,111,At Risk,2,Office Supplies,2014-12-30,2016-11-04,675,5,East,Corporate,Maryland,Columbia
MF-18250,150.81321786175832,5,1758.3,351.65999999999997,456.86080000000004,91.37216000000001,108 days,0.29411764705882354,Regular,Standard Class,0.3333333333333333,Low,7,4,1,2,412,Loyal Customers,3,Office Supplies,2014-09-15,2017-12-23,1195,5,South,Corporate,Arkansas,Little Rock
MG-17650,353.1446485626528,7,3785.276,540.7537142857143,341.898,48.84257142857143,93 days,0.4117647058823529,Regular,Standard Class,0.5714285714285714,Low,29,4,3,4,434,Loyal Customers,3,Office Supplies,2014-08-09,2017-12-01,1210,9,Central,Home Office,Michigan,Jackson
MG-17680,457.40645208800163,4,2350.188,587.547,25.888599999999972,6.472149999999993,119 days,0.23529411764705882,Regular,Same Day,1.0,Low,92,2,1,3,213,Others,3,Furniture,2014-10-22,2017-09-29,1073,7,East,Home Office,Ohio,Mentor
MG-17695,294.50172389017644,3,1342.282,447.4273333333333,-398.79319999999996,-132.93106666666665,90 days,0.17647058823529413,New,Standard Class,0.8571428571428571,High,555,1,1,2,112,Others,2,Office Supplies,2014-12-26,2016-06-23,545,5,East,Consumer,Pennsylvania,Philadelphia
MG-17875,283.3612052133326,5,1242.8329999999999,248.56659999999997,-470.7684,-94.15368,215 days,0.29411764705882354,Regular,Standard Class,0.5714285714285714,Low,116,2,1,2,212,Others,2,Office Supplies,2014-02-23,2017-09-05,1290,7,Central,Home Office,Texas,Arlington
